"Suburb","Rooms","Type","Method","SellerG","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","PredictedPrice"
"Clifton Hill",4,"h","S","Collins",3.4,"3068",4,3,2,382,250,1903,"Yarra",2142864.52495759
"Clifton Hill",3,"h","S","Collins",3.4,"3068",3,2,1,176,135,1890,"Yarra",1691985.85637861
"Clifton Hill",2,"h","S","Nelson",3.4,"3068",2,1,2,251,123,1965,"Yarra",1127648.81633352
"Clifton Hill",2,"h","VB","Nelson",3.4,"3068",2,1,0,100,123,1965,"Yarra",890971.772099326
"Clifton Hill",3,"h","S","Nelson",3.4,"3068",3,2,1,201,123,1965,"Yarra",1397308.30117438
"Clifton Hill",2,"h","S","Collins",3.4,"3068",2,1,0,151,123,1910,"Yarra",1245543.33370126
"Clifton Hill",3,"t","SP","Jellis",3.4,"3068",3,1,1,367.5,123,1965,"",1101270.10450734
"Coburg",4,"h","S","Nelson",7.8,"3058",4,1,2,596,123,1965,"Moreland",1145639.48749097
"Coburg",3,"h","S","Ray",7.8,"3058",3,1,1,233,180,1890,"Moreland",991735.461123673
"Coburg",3,"h","VB","Jellis",7.8,"3058",3,2,3,370,110,1920,"Moreland",1244652.57773963
"Coburg",2,"h","S","Jellis",7.8,"3058",2,1,1,170,101,1890,"Moreland",896643.229905672
"Coburg",3,"h","S","Brad",7.8,"3058",3,1,1,372,125,1920,"Moreland",990372.429873452
"Coburg",2,"u","SP","Jellis",7.8,"3058",2,1,1,0,74,1970,"Moreland",254415.318349016
"Coburg",3,"h","S","Nicholson",7.8,"3058",2,1,1,374,118,1910,"Moreland",733595.944917645
"Coburg",2,"t","SP","Nelson",7.8,"3058",2,1,2,138,123,1965,"Moreland",461510.494843955
"Coburg",2,"h","S","Nelson",7.8,"3058",2,1,1,253,94,1910,"Moreland",774983.522915026
"Coburg",4,"h","SP","Nelson",7.8,"3058",3,2,4,482,256,2006,"Moreland",1447209.36246325
"Coburg",3,"h","S","Peter",7.8,"3058",3,2,3,405,156,1930,"Moreland",1273033.06665197
"Coburg",4,"h","S","Ray",7.8,"3058",4,3,1,420,146,1920,"Moreland",1431087.93334064
"Coburg",4,"h","PI","Jellis",7.8,"3058",4,2,5,371,123,1888,"Moreland",1600207.73081637
"Coburg",3,"h","S","Jellis",7.8,"3058",3,2,0,407,230,1930,"Moreland",1174540.39288304
"Coburg",2,"h","SP","Jellis",7.8,"3058",2,1,0,157,123,1965,"Moreland",676958.383778304
"Coburg",3,"h","S","Raine",7.8,"3058",3,2,1,293,180,2006,"Moreland",946990.382804642
"Coburg",3,"t","PI","Peter",7.8,"3058",3,1,1,367.5,123,1965,"",671955.492430684
"Coburg",3,"h","S","Jellis",7.8,"3058",3,1,1,309,123,1880,"Moreland",1106043.60255362
"Coburg",2,"h","S","Nelson",7.8,"3058",2,1,1,370,123,1965,"Moreland",709042.616521618
"Coburg",4,"h","S","Jellis",7.8,"3058",3,2,2,394,123,1965,"Moreland",1438907.29580012
"Coburg",1,"h","SP","Brad",7.8,"3058",1,2,0,807,1,1965,"Moreland",542216.535586426
"Coburg",2,"h","S","Nelson",7.8,"3058",2,1,1,263,114,1910,"Moreland",785078.572651862
"Coburg",3,"h","S","hockingstuart",7.8,"3058",2,1,2,537,123,1965,"Moreland",955246.885038742
"Coburg",2,"h","SP","Jellis",7.8,"3058",2,1,1,702,123,1965,"Moreland",753413.050469589
"Coburg North",2,"t","S","McGrath",9.2,"3058",2,1,1,145,105,2010,"Moreland",241089.924613375
"Coburg North",4,"h","S","Nelson",9.2,"3058",3,1,1,367.5,123,1965,"",1134936.45971645
"Coburg North",3,"h","S","Nelson",9.2,"3058",3,1,2,626,108,1950,"Moreland",845279.789935051
"Coburg North",4,"h","SP","Nelson",9.2,"3058",4,2,2,302,123,1965,"Moreland",1118108.39728557
"Coburg North",3,"h","S","Raine",9.2,"3058",3,1,1,367.5,123,1965,"",836212.125525836
"Coburg North",2,"h","S","Brad",9.2,"3058",3,1,1,367.5,123,1965,"",706889.713129885
"Coburg North",3,"h","S","Nelson",9.2,"3058",3,1,2,307,96,1950,"Moreland",835568.591586497
"Coburg North",3,"h","S","Nelson",9.2,"3058",3,1,1,367,123,1965,"Moreland",757345.426617025
"Coburg North",3,"h","S","Raine",9.2,"3058",3,1,1,367.5,123,1965,"",836212.125525836
"Coburg North",4,"h","S","hockingstuart",9.2,"3058",4,2,2,298,231,2013,"Moreland",1093887.38201729
"Coburg North",3,"h","SP","Brad",9.2,"3058",3,1,1,367.5,123,1965,"",887741.884571152
"Collingwood",2,"h","S","LITTLE",1.6,"3066",2,1,1,178,70,1900,"Yarra",1012247.63610188
"Collingwood",2,"u","S","Jellis",1.6,"3066",2,1,1,0,129,1900,"Yarra",816848.338620489
"Collingwood",3,"u","S","Nelson",1.6,"3066",3,2,1,0,190,2013,"Yarra",930206.325112688
"Collingwood",2,"t","SP","Jellis",1.6,"3066",3,1,1,367.5,123,1965,"",903618.657659455
"Collingwood",2,"h","S","Jellis",1.6,"3066",2,2,1,0,153,1920,"Yarra",1416408.93744906
"Collingwood",3,"h","S","Jellis",1.6,"3066",3,2,0,150,123,1965,"Yarra",1448126.78493547
"Collingwood",2,"u","S","Peter",1.6,"3066",2,1,1,816,123,1965,"Yarra",651897.551138721
"Doncaster",3,"h","S","Barry",13.9,"3108",3,1,4,727,123,1970,"Manningham",1240638.08505098
"Doncaster",4,"h","S","Jellis",13.9,"3108",4,2,0,725,123,1965,"Manningham",1378112.19098974
"Doncaster",3,"u","S","Barry",13.9,"3108",3,2,2,299,135,2001,"Manningham",754833.611717287
"Doncaster",4,"h","S","Jellis",13.9,"3108",4,2,2,655,170,1970,"Manningham",1533493.80586399
"Doncaster",4,"h","PI","Barry",13.9,"3108",4,2,2,780,123,1965,"Manningham",1333474.00511051
"Doncaster",3,"t","VB","Hamilton",13.9,"3108",3,1,1,367.5,123,1965,"",490362.187946781
"Doncaster",2,"u","PI","Fletchers",13.9,"3108",3,1,1,367.5,123,1965,"",320232.914969227
"Doncaster",2,"u","VB","Fletchers",13.9,"3108",3,1,1,367.5,123,1965,"",340870.901774015
"Doncaster",4,"h","S","Philip",13.9,"3108",4,3,2,654,160,1969,"Manningham",1813009.09895267
"Doncaster",3,"u","PI","Barry",13.9,"3108",3,2,2,267,123,1991,"Manningham",647973.088661479
"Doncaster",3,"h","S","Ray",13.9,"3108",3,1,1,764,175,1965,"Manningham",1007277.09293481
"Doncaster",3,"t","SP","Jellis",13.9,"3108",3,2,2,233,175,2012,"Manningham",971766.232437868
"Doncaster",3,"h","S","Barry",13.9,"3108",2,1,1,746,123,1965,"Manningham",1085842.40737071
"Doncaster",3,"u","SP","Jellis",13.9,"3108",3,1,2,109,120,2001,"Manningham",607920.409145316
"Doncaster",3,"h","S","Assisi",13.9,"3108",3,1,4,192,278,1965,"Manningham",2003641.33661313
"Doncaster",3,"h","S","Barry",13.9,"3108",4,3,2,385,123,1965,"Manningham",1372875.1823002
"Eaglemont",3,"h","S","Nelson",10.3,"3084",3,1,2,846,180,1955,"Banyule",1487318.28370241
"Eaglemont",2,"u","S","Miles",10.3,"3084",2,1,1,79,70,1970,"Banyule",768741.090715064
"Eaglemont",2,"h","S","Miles",10.3,"3084",2,1,1,1777,123,1965,"Banyule",1281362.44458944
"Eaglemont",3,"h","S","Miles",10.3,"3084",3,1,1,367.5,123,1965,"",1590318.51193374
"Elsternwick",2,"h","VB","Gary",8.5,"3185",2,1,2,239,110,1940,"Glen Eira",1155291.25140103
"Elsternwick",3,"h","S","Gary",8.5,"3185",3,2,1,391,173,1905,"Glen Eira",1605509.76767968
"Elsternwick",2,"u","S","Biggin",8.5,"3185",2,1,2,99,92,1965,"Glen Eira",778371.751550835
"Elsternwick",3,"h","PI","Biggin",8.5,"3185",3,1,2,275,119,1900,"Glen Eira",1416026.9930734
"Elsternwick",4,"h","S","Biggin",8.5,"3185",4,2,2,527,184,1880,"Glen Eira",1936838.39289267
"Elsternwick",3,"t","S","Biggin",8.5,"3185",3,2,2,179,125,2000,"Glen Eira",1276977.16405389
"Elsternwick",2,"u","S","Buxton",8.5,"3185",3,1,1,367.5,123,1965,"",870517.461400497
"Elsternwick",3,"h","VB","Biggin",8.5,"3185",3,1,1,367.5,123,1965,"",1462982.6808426
"Elsternwick",3,"h","VB","Buxton",8.5,"3185",3,2,2,517,207,1900,"Glen Eira",1643280.00278992
"Elsternwick",3,"h","S","Biggin",8.5,"3185",3,1,2,351,108,1915,"Glen Eira",1504492.02699083
"Elsternwick",4,"h","S","Biggin",8.5,"3185",4,3,2,669,255,1930,"Glen Eira",2057979.89972056
"Elsternwick",4,"h","S","Pride",8.5,"3185",4,2,2,125,200,2000,"Glen Eira",1777685.4491072
"Elsternwick",4,"h","PI","Biggin",8.5,"3185",4,2,2,376,192,1917,"Glen Eira",1768686.10821904
"Elwood",1,"u","S","Chisholm",7.7,"3184",1,1,1,0,51,1930,"Port Phillip",560468.428047582
"Elwood",3,"t","S","Pride",7.7,"3184",3,2,1,400,126,1996,"Port Phillip",1233222.17699874
"Elwood",2,"u","S","hockingstuart",7.7,"3184",2,1,1,1966,85,1960,"Port Phillip",704497.202057533
"Elwood",2,"u","S","Marshall",7.7,"3184",2,1,2,0,85,1940,"Port Phillip",1080074.49861402
"Elwood",1,"u","S","Chisholm",7.7,"3184",1,1,1,0,50,1965,"Port Phillip",507930.633984792
"Elwood",2,"h","S","Pride",7.7,"3184",2,1,0,163,92,1890,"Port Phillip",1226678.68627607
"Elwood",2,"u","S","Chisholm",7.7,"3184",2,1,1,0,123,1965,"Port Phillip",726284.65081437
"Elwood",2,"u","S","Marshall",7.7,"3184",2,1,1,0,123,1950,"Port Phillip",1014073.04634317
"Elwood",4,"h","S","McGrath",7.7,"3184",3,1,1,367.5,123,1965,"",1756533.20908726
"Elwood",1,"u","S","hockingstuart",7.7,"3184",3,1,1,367.5,123,1965,"",542577.28486473
"Elwood",3,"h","S","Chisholm",7.7,"3184",3,2,2,316,123,1910,"Port Phillip",1681097.54922221
"Elwood",2,"u","S","hockingstuart",7.7,"3184",2,1,1,1622,123,1970,"Port Phillip",704571.643946864
"Elwood",2,"u","PI","Jellis",7.7,"3184",2,1,0,0,70,1930,"Port Phillip",678200.358817159
"Elwood",4,"h","PI","Marshall",7.7,"3184",4,2,2,560,185,1920,"Port Phillip",2032061.68087106
"Elwood",2,"u","PI","Biggin",7.7,"3184",2,1,1,0,70,1965,"Port Phillip",582113.680818525
"Elwood",1,"u","PI","Hodges",7.7,"3184",1,1,1,0,51,1960,"Port Phillip",356552.875452421
"Elwood",2,"u","S","Buxton",7.7,"3184",2,1,1,0,123,1965,"Port Phillip",725407.624172402
"Elwood",1,"u","VB","hockingstuart",7.7,"3184",1,1,1,644,47,1960,"Port Phillip",393441.099141185
"Elwood",2,"u","SP","Chisholm",7.7,"3184",2,1,1,0,65,1970,"Port Phillip",641008.097638216
"Essendon",2,"u","S","Barry",8,"3040",2,1,1,263,113,1980,"Moonee Valley",489277.659461967
"Essendon",2,"u","VB","Nelson",8,"3040",2,1,1,0,83,1980,"Moonee Valley",357205.80067271
"Essendon",2,"u","S","Nelson",8,"3040",2,1,1,0,76,1980,"Moonee Valley",448443.610944975
"Essendon",4,"h","S","McDonald",8,"3040",4,2,4,704,123,1965,"Moonee Valley",1765279.25716094
"Essendon",4,"h","S","Nelson",8,"3040",4,2,1,291,183,1920,"Moonee Valley",1575623.92346351
"Essendon",3,"h","VB","Nelson",8,"3040",3,2,1,789,257,1890,"Moonee Valley",1386298.9522468
"Essendon",4,"h","S","Brad",8,"3040",3,1,1,367.5,123,1965,"",1566228.96452867
"Essendon",2,"h","SP","Barry",8,"3040",2,1,1,646,100,1950,"Moonee Valley",941883.71466136
"Essendon",6,"h","S","Brad",8,"3040",6,4,2,860,355,1930,"Moonee Valley",2435442.62109218
"Essendon",3,"h","S","Nelson",8,"3040",3,1,2,396,116,1950,"Moonee Valley",1228574.47604559
"Essendon",4,"h","S","Nelson",8,"3040",3,2,2,725,123,1965,"Moonee Valley",1601764.9730658
"Essendon",2,"u","S","Nelson",8,"3040",2,1,1,0,123,1965,"Moonee Valley",494194.999995988
"Essendon",2,"u","S","McDonald",8,"3040",2,1,2,0,93,1972,"Moonee Valley",610311.553921168
"Essendon",3,"t","S","Frank",8,"3040",3,1,1,367.5,123,1965,"",1008895.79275896
"Essendon",4,"h","S","Nelson",8,"3040",4,2,2,696,123,1965,"Moonee Valley",1553602.09834835
"Essendon",2,"h","S","Nelson",8,"3040",2,1,1,196,123,1965,"Moonee Valley",955404.386026478
"Essendon",4,"h","VB","Nelson",8,"3040",4,1,2,638,227,1900,"Moonee Valley",1448323.57571154
"Essendon",2,"h","S","Jellis",8,"3040",2,1,2,244,123,1915,"Moonee Valley",1189797.79781483
"Essendon",5,"h","PI","Brad",8,"3040",5,3,2,700,454,1988,"Moonee Valley",1941028.02147198
"Essendon",4,"h","S","Nelson",8,"3040",4,2,2,858,123,1965,"Moonee Valley",1555493.39323029
"Essendon",5,"h","S","Frank",8,"3040",5,2,5,963,123,1965,"Moonee Valley",1918831.24496334
"Essendon",1,"u","S","Nelson",8,"3040",1,1,1,0,52,1970,"Moonee Valley",269404.687922351
"Essendon",4,"h","S","Hodges",8,"3040",4,2,2,601,250,2010,"Moonee Valley",1482625.78722079
"Essendon",2,"u","SP","Jellis",8,"3040",2,1,1,0,68,1975,"Moonee Valley",492380.862153259
"Essendon",3,"t","S","Frank",8,"3040",3,1,1,367.5,123,1965,"",1008895.79275896
"Essendon",2,"u","VB","Nelson",8,"3040",2,1,1,0,66,1970,"Moonee Valley",363592.494120355
"Essendon",2,"u","S","Nelson",8,"3040",2,1,1,0,123,1965,"Moonee Valley",494194.999995988
"Essendon",2,"u","S","Considine",8,"3040",3,1,1,367.5,123,1965,"",535201.327685017
"Essendon",2,"u","S","Nelson",8,"3040",2,1,1,0,106,1940,"Moonee Valley",522884.070117559
"Essendon",2,"u","SP","Brad",8,"3040",2,1,1,0,65,1970,"Moonee Valley",440386.740144883
"Essendon",2,"u","VB","Rendina",8,"3040",2,1,0,0,123,1965,"Moonee Valley",315248.764672132
"Essendon",6,"h","VB","Nelson",8,"3040",7,2,2,870,123,1965,"Moonee Valley",1776945.38393534
"Essendon",3,"h","S","Nelson",8,"3040",3,2,2,563,123,1965,"Moonee Valley",1370116.15822805
"Essendon",3,"h","PI","Hodges",8,"3040",3,2,1,580,123,1965,"Moonee Valley",1118532.13378702
"Essendon",5,"h","S","Nelson",8,"3040",5,3,2,657,284,1930,"Moonee Valley",2025846.20074225
"Essendon",2,"h","S","Nelson",8,"3040",2,1,1,414,123,1965,"Moonee Valley",957949.461855253
"Essendon North",3,"h","S","Barry",9.4,"3041",3,2,2,758,123,1965,"Moonee Valley",1284396.86688874
"Fairfield",2,"h","S","Jellis",5.8,"3078",2,1,2,537,92,1950,"Darebin",1197834.37564759
"Fairfield",4,"h","PI","Nelson",5.8,"3078",4,2,1,381,145,1890,"Darebin",1559073.56834318
"Fairfield",2,"u","S","Nelson",5.8,"3078",2,1,1,0,56,1970,"Darebin",525454.710214921
"Fairfield",2,"u","VB","Jellis",5.8,"3078",2,1,2,0,75,1970,"Darebin",599695.654366037
"Fairfield",2,"u","SP","McGrath",5.8,"3078",2,1,1,0,77,2002,"Darebin",449615.491325245
"Fairfield",3,"h","S","McGrath",5.8,"3078",3,1,3,590,123,1965,"Darebin",1364409.83277709
"Fitzroy",2,"h","PI","Nelson",1.6,"3065",2,1,0,0,105,1890,"Yarra",1140281.13991445
"Fitzroy",4,"h","S","Caine",1.6,"3065",4,4,2,337,291,1854,"Yarra",2647330.48205985
"Fitzroy",3,"h","S","Jellis",1.6,"3065",3,2,1,138,123,1900,"Yarra",1751199.63533544
"Fitzroy",2,"h","S","Nelson",1.6,"3065",3,1,0,95,123,1965,"Yarra",1106402.71563927
"Fitzroy",4,"h","S","Nelson",1.6,"3065",3,2,1,132,165,1880,"Yarra",1942178.25073633
"Fitzroy",3,"h","S","Nelson",1.6,"3065",3,2,1,261,123,1965,"Yarra",1566592.19081233
"Fitzroy",2,"u","SP","hockingstuart",1.6,"3065",2,2,0,0,123,1965,"Yarra",748098.519152884
"Fitzroy",2,"u","S","Nelson",1.6,"3065",2,1,1,0,74,1900,"Yarra",836485.546511332
"Fitzroy North",2,"h","S","Nelson",3.5,"3068",3,1,0,152,123,1965,"Yarra",971960.549052766
"Fitzroy North",2,"u","SP","Collins",3.5,"3068",2,2,2,4296,123,2011,"Yarra",968000.687599628
"Fitzroy North",3,"h","S","Nelson",3.5,"3068",3,1,0,176,123,1900,"Yarra",1298641.89309662
"Fitzroy North",3,"h","S","Nelson",3.5,"3068",2,1,1,148,123,1965,"Yarra",1319587.65707312
"Fitzroy North",5,"h","S","Nelson",3.5,"3068",5,2,3,818,123,1965,"Moreland",1880145.79264639
"Fitzroy North",4,"h","S","Nelson",3.5,"3068",3,2,1,445,175,1890,"Yarra",1800845.69750331
"Fitzroy North",2,"h","S","Nelson",3.5,"3068",2,1,1,223,118,1885,"Yarra",1207157.1697425
"Fitzroy North",2,"u","SP","Nelson",3.5,"3068",2,1,2,0,92,2010,"Yarra",567994.263472822
"Fitzroy North",3,"h","VB","Nelson",3.5,"3068",3,1,1,203,110,1890,"Yarra",1282701.22373413
"Fitzroy North",3,"h","S","Nelson",3.5,"3068",3,2,0,202,307,1898,"Yarra",1552121.45793112
"Fitzroy North",3,"t","S","Woodards",3.5,"3068",3,2,2,0,123,1965,"Yarra",1217338.70282892
"Fitzroy North",2,"h","S","Nelson",3.5,"3068",2,1,2,204,123,1965,"Yarra",1160575.89518349
"Flemington",2,"u","PI","Rendina",4.4,"3031",2,1,1,0,60,1970,"Moonee Valley",261806.766619939
"Flemington",2,"t","S","Jellis",4.4,"3031",3,1,1,367.5,123,1965,"",834604.989575202
"Flemington",1,"u","SP","Biggin",4.4,"3031",1,1,1,2077,123,1965,"Moonee Valley",198834.520729887
"Flemington",2,"u","S","Brad",4.4,"3031",3,1,1,367.5,123,1965,"",583762.563980162
"Flemington",3,"h","S","Brad",4.4,"3031",3,2,0,167,123,1965,"Moonee Valley",1192747.12412712
"Flemington",2,"h","SP","Nelson",4.4,"3031",2,1,1,0,123,1980,"Moonee Valley",817878.219603721
"Flemington",2,"h","SP","Nelson",4.4,"3031",2,1,1,140,98,1890,"Moonee Valley",940854.05309041
"Flemington",3,"h","S","Rendina",4.4,"3031",3,2,2,0,123,1965,"Moonee Valley",1285389.07502647
"Flemington",1,"u","SP","Nelson",4.4,"3031",1,1,1,0,46,1970,"Moonee Valley",153475.640545713
"Flemington",2,"u","S","Brad",4.4,"3031",3,1,1,367.5,123,1965,"",583762.563980162
"Footscray",4,"h","S","Village",6.4,"3011",4,2,1,154,161,2007,"Maribyrnong",1247110.43462213
"Footscray",1,"u","S","Sweeney",6.4,"3011",1,1,1,0,52,1970,"Maribyrnong",37310.7129479482
"Footscray",4,"h","S","Nelson",6.4,"3011",3,1,2,411,123,1965,"Maribyrnong",1244349.68051226
"Footscray",4,"h","S","Sweeney",6.4,"3011",2,1,2,277,87,1890,"Maribyrnong",1347414.01324311
"Footscray",2,"h","SP","Village",6.4,"3011",2,1,0,210,123,1900,"Maribyrnong",746629.995591301
"Footscray",2,"u","PI","Sweeney",6.4,"3011",2,1,1,0,123,1965,"Maribyrnong",146732.821845816
"Footscray",3,"t","SP","Sweeney",6.4,"3011",3,2,1,122,123,1965,"Maribyrnong",747866.103446405
"Footscray",2,"u","SP","Sweeney",6.4,"3011",2,1,1,0,75,2007,"Maribyrnong",126801.094286
"Footscray",2,"h","SP","Jas",6.4,"3011",2,1,1,313,93,1915,"Maribyrnong",760563.222534714
"Footscray",4,"t","VB","Raine",6.4,"3011",4,2,2,0,126,2015,"Maribyrnong",847577.300409839
"Footscray",3,"t","S","Jas",6.4,"3011",3,2,2,112,168,2010,"Maribyrnong",847709.158457717
"Footscray",3,"t","S","Jas",6.4,"3011",3,2,2,98,169,2015,"Maribyrnong",840610.50281999
"Footscray",3,"t","VB","Jas",6.4,"3011",3,1,1,367.5,123,1965,"",770762.075001115
"Footscray",2,"t","SP","Sweeney",6.4,"3011",3,1,1,367.5,123,1965,"",561410.998968051
"Footscray",4,"h","SP","Village",6.4,"3011",4,1,1,799,160,1910,"Maribyrnong",1191056.37774689
"Glen Iris",4,"h","VB","Kay",9.2,"3146",4,3,2,856,265,1920,"Stonnington",2355525.59346041
"Glen Iris",5,"h","PI","Abercromby's",9.2,"3146",4,3,2,919,353,1925,"Stonnington",2629916.08959212
"Glen Iris",3,"t","S","Noel",9.2,"3146",3,1,1,367.5,123,1965,"",1270099.05803556
"Glen Iris",4,"h","S","J",9.2,"3146",4,2,1,739,183,2002,"Boroondara",1587136.69426315
"Glen Iris",3,"t","S","Jellis",9.2,"3146",3,1,1,367.5,123,1965,"",1447131.00046528
"Glen Iris",5,"h","S","Fletchers",9.2,"3146",5,3,4,619,327,2003,"Boroondara",2324754.25579396
"Glen Iris",4,"h","PI","Marshall",9.2,"3146",4,3,2,638,314,1930,"Boroondara",2271013.92077564
"Glen Iris",4,"h","S","Marshall",9.2,"3146",4,2,3,630,314,2000,"Boroondara",2193900.96140406
"Glen Iris",3,"h","VB","Fletchers",9.2,"3146",3,2,1,704,134,1940,"Boroondara",1495851.40556232
"Glen Iris",3,"h","VB","Marshall",9.2,"3146",3,2,2,904,123,1965,"Boroondara",1807090.49824441
"Glen Iris",3,"h","S","Jellis",9.2,"3146",3,2,2,652,123,1965,"Boroondara",1745172.19421064
"Glen Iris",4,"h","S","RT",9.2,"3146",4,2,3,553,143,1910,"Boroondara",2110450.80754367
"Glen Iris",4,"t","PI","Jellis",9.2,"3146",3,1,1,367.5,123,1965,"",1561520.31724532
"Glen Iris",3,"h","S","Marshall",9.2,"3146",3,1,1,215,123,1965,"Boroondara",1665282.91234103
"Glen Iris",4,"h","S","Marshall",9.2,"3146",3,2,2,662,123,1965,"Boroondara",2128752.96690806
"Glen Iris",3,"h","VB","Tim",9.2,"3146",3,2,2,669,123,1965,"Boroondara",1386314.10010595
"Glen Iris",4,"h","VB","Marshall",9.2,"3146",3,1,1,367.5,123,1965,"",2001875.03941106
"Glen Iris",4,"h","S","Jellis",9.2,"3146",4,2,2,652,230,1925,"Boroondara",2039962.33084064
"Glen Iris",3,"h","SP","Jellis",9.2,"3146",3,1,2,504,142,1920,"Stonnington",1565121.13312067
"Glen Iris",3,"h","S","Marshall",9.2,"3146",3,2,3,607,123,1965,"Boroondara",1968445.31778452
"Glen Iris",4,"h","PI","Jellis",9.2,"3146",4,0,0,769,123,1965,"Boroondara",1356115.21320642
"Glen Iris",2,"u","S","Fletchers",9.2,"3146",3,0,0,0,123,1965,"Stonnington",416726.951639463
"Glen Iris",2,"h","S","Noel",9.2,"3146",2,1,1,412,123,1950,"Stonnington",1129811.14168613
"Glen Iris",3,"h","S","Jellis",9.2,"3146",4,2,4,885,217,1910,"Stonnington",1921523.04412493
"Glen Iris",2,"u","PI","hockingstuart",9.2,"3146",3,1,1,367.5,123,1965,"",764099.661674826
"Glen Iris",3,"h","S","Philip",9.2,"3146",3,1,2,650,123,1965,"Boroondara",1711374.16994373
"Glen Iris",2,"h","PI","Noel",9.2,"3146",2,2,2,718,184,1950,"Boroondara",1324345.56702653
"Glen Iris",2,"u","S","Marshall",9.2,"3146",2,1,1,0,123,1960,"Stonnington",981950.226604127
"Glen Iris",3,"u","S","Jellis",9.2,"3146",3,1,1,367.5,123,1965,"",1254220.07696572
"Glen Iris",2,"t","VB","Gary",9.2,"3146",2,1,1,0,1143,1965,"Stonnington",1278686.99643944
"Glen Iris",2,"u","S","O'Donoghues",9.2,"3146",2,1,2,166,123,1965,"Boroondara",652192.098652255
"Glen Iris",1,"u","PI","Noel",9.2,"3146",1,1,1,602,123,1965,"Stonnington",353504.384103694
"Glen Iris",2,"u","S","hockingstuart",9.2,"3146",2,1,1,0,123,1965,"Stonnington",675814.902742874
"Glen Iris",3,"t","VB","Jellis",9.2,"3146",3,1,1,367.5,123,1965,"",1352400.7840943
"Glen Iris",5,"h","S","Jellis",9.2,"3146",5,3,2,696,123,1989,"Boroondara",2232270.48188203
"Glen Iris",5,"h","PI","Marshall",9.2,"3146",5,2,2,654,354,2015,"Boroondara",2188308.4129193
"Glen Iris",2,"h","S","Marshall",9.2,"3146",2,1,2,438,107,1910,"Stonnington",1582435.47048551
"Glenroy",3,"h","S","Barry",13,"3046",3,1,1,367.5,123,1965,"",762946.843895818
"Glenroy",3,"t","SP","Stockdale",13,"3046",3,2,2,244,3,1965,"Moreland",451910.205507598
"Glenroy",2,"h","S","Stockdale",13,"3046",3,1,1,367.5,123,1965,"",517713.616716881
"Glenroy",4,"h","VB","Peter",13,"3046",4,2,1,683,138,2017,"Moreland",789832.179941511
"Glenroy",2,"u","PI","Jason",13,"3046",2,1,1,164,100,2010,"Moreland",-292872.635319369
"Glenroy",3,"h","S","Barry",13,"3046",3,1,2,702,123,1965,"Moreland",689116.318892828
"Glenroy",3,"h","SP","Raine",13,"3046",3,2,2,224,3,1950,"Moreland",667194.459000226
"Glenroy",3,"h","S","Stockdale",13,"3046",3,1,2,753,123,1965,"Moreland",674236.019317716
"Glenroy",3,"h","S","Nelson",13,"3046",3,1,1,589,123,1965,"Moreland",598401.353028736
"Glenroy",3,"t","S","Barry",13,"3046",3,2,1,136,130,2014,"Moreland",435446.215336961
"Glenroy",3,"h","PI","Brad",13,"3046",3,1,4,734,140,1960,"Moreland",742385.883428266
"Glenroy",3,"h","S","Walshe",13,"3046",3,1,2,627,123,1965,"Moreland",663387.018939065
"Glenroy",2,"h","S","Barry",13,"3046",3,1,1,367.5,123,1965,"",533189.323940008
"Glenroy",3,"h","S","Stockdale",13,"3046",3,1,3,667,81,1950,"Moreland",744671.915778908
"Glenroy",4,"h","S","Stockdale",13,"3046",3,1,1,367.5,123,1965,"",977228.6566285
"Glenroy",3,"h","S","YPA",13,"3046",3,1,1,616,125,1960,"Moreland",607052.505153045
"Glenroy",3,"t","SP","Brad",13,"3046",3,1,1,367.5,123,1965,"",460195.807298047
"Glenroy",3,"h","S","Eview",13,"3046",3,1,4,704,102,1960,"Moreland",831793.142048526
"Glenroy",3,"h","S","Barry",13,"3046",3,1,1,367.5,123,1965,"",762946.843895818
"Glenroy",3,"u","SP","Brad",13,"3046",3,1,1,265,123,1995,"Moreland",73655.8020109747
"Glenroy",3,"t","VB","Barry",13,"3046",3,1,1,367.5,123,1965,"",402206.398307859
"Glenroy",3,"h","S","Stockdale",13,"3046",3,1,1,796,104,1960,"Moreland",602600.790144017
"Glenroy",3,"h","S","Stockdale",13,"3046",3,1,1,367.5,123,1965,"",747471.13667269
"Glenroy",2,"h","S","Barry",13,"3046",2,1,1,668,88,1955,"Moreland",434100.413592297
"Glenroy",2,"h","S","Stockdale",13,"3046",3,1,1,367.5,123,1965,"",517713.616716881
"Glenroy",2,"h","S","Stockdale",13,"3046",2,1,1,172,77,2013,"Moreland",321110.151926643
"Glenroy",3,"t","SP","Nelson",13,"3046",3,2,1,215,121,2010,"Moreland",369616.476786304
"Glenroy",4,"h","S","Barry",13,"3046",4,2,1,624,258,2005,"Moreland",966329.454985967
"Gowanbrae",3,"t","S","Nelson",13.6,"3043",3,2,2,178,138,2000,"Moreland",388662.742093308
"Gowanbrae",3,"h","VB","Nelson",13.6,"3043",3,1,1,367.5,123,1965,"",526043.968633703
"Gowanbrae",3,"h","S","Nelson",13.6,"3043",3,2,1,175,134,2004,"Moreland",576603.009137429
"Gowanbrae",4,"h","VB","Nelson",13.6,"3043",3,1,1,367.5,123,1965,"",755801.488589513
